Keyword,LeftContext,RightContext
Sertorius,achtjährigen mit mehr Niederlagen als Siegen bezeichneten Kampf des Insurgentenchefs,und seiner spanischen Guerillas nicht Herr geworden waren daß erst
Sertorius,stand die Sullanische Verfassung unerschüttert Der Sturm den Lepidus und,gegen sie gewagt hatten war mit geringer Einbuße zurückgeschlagen worden
Sertorius,trugen und nicht an Entwürfen um das was Lepidus und,im Wege der Revolution versucht hatten stückweise auf dem Wege
Sertorius,sandten ihren bedrohten Landsleuten Zuzug mit diesem kamen erfahrene unter,Führung römisch geschulte Offiziere die soweit möglich die Grundsätze der
Sertorius,bodenlosen Abgrund der Kümmerlichkeit Wie er einst im Kriege mit,im Begriff gewesen war das anvertraute Amt im Stiche lassend
Sertorius,älteren Bruder des letzteren nach Spanien und suchten wie einst,in den Gebirgen und Gewässern dieser immer noch halb unabhängigen
Sertorius,Caesar nach dem Beispiel eines seiner größten demokratischen Vorgänger des,die Untertanen von der Einquartierungslast hat befreien und die Soldaten
Sertorius,der zweite geniale Staatsmann den die römische Demokratie hervorgebracht Quintus,damit begonnen die barbarischen Occidentalen zur latinischen Civilisation anzuleiten er
Sertorius,zu schweigen erinnern wir nur an die zahlreichen Bürgertruppen die,und Pompeius in Spanien Caesar in Gallien Juba in Numidien
Sertorius,frumenti gra tia r emotus in Vascones i it emque,mon e cuius multum in terer at ne ei perinde
Pompeius,auf sich als der junge bei Sullas Tode achtundzwanzigjährige Gnaeus,geb 29 Sept 648 Es war das ein Unglück für
Pompeius,mit der sich die größten Dinge hätten durchführen lassen allein,war in jeder Beziehung unfähig eine Partei zu leiten und
Pompeius,Aristokratie noch keineswegs als voll auch hatte der Vater dieses,gegen den Senat eine sehr gehässige Zwitterstellung eingenommen II 266
Pompeius,wohl verschwiegen aber nicht vergessen wurden Die hervorragende Stellung die,unter Sulla sich erwarb entzweite ihn innerlich ebensosehr mit der
Pompeius,ihn äußerlich mit derselben verflocht Schwachköpfig wie er war ward,auf der so bedenklich rasch und leicht erklommenen Ruhmeshöhe vom
Pompeius,in ein aristokratisches Regiment als Glied sich einzufügen als er,würdevolles Äußere seine feierliche Förmlichkeit seine persönliche Tapferkeit sein ehrbares
Pompeius,einen ehrenvollen Platz gewinnen mögen zu der Wahlverwandtschaft die zwischen,und der Masse der Bürgerschaft und des Senats zu allen
Pompeius,in ewigem innerem Widerspruch freudelos sein vielbewegtes Leben Ebensowenig als,kann Marcus Crassus zu den unbedingten Anhängern der Oligarchie gezählt
Pompeius,Er ist eine für diese Epoche höchst charakteristische Figur Wie,dem er im Alter um wenige Jahre voranging gehörte auch
Pompeius,römischen Aristokratie hatte die gewöhnliche standesmäßige Erziehung erhalten und gleich,unter Sulla im Italischen Kriege mit Auszeichnung gefochten An geistiger
Pompeius,nach niedrigen Zielen streben konnte leuchtet ein und anders als,wußte Crassus genau wie ein Bankier worauf und womit er
Pompeius,Cornelia den Scheidebrief zuzusenden wie es doch im gleichen Falle,getan ein keckes Beharren auf dem ihm von Marius zugeteilten
Pompeius,wobei ihm übrigens außer den in Sicilien erpreßten Schätzen auch,albernes Bestreben förderlich war bei dieser Gelegenheit Sulla und den
Pompeius,Scheiterhaufen des Regenten anzündete auch der Bürgerkrieg sich entflammen indes,Einfluß und die Stimmung der Sullanischen Veteranen bestimmten die Opposition
Pompeius,der Demokratenpartei dem Catulus vom Senat übertragen auch gleichzeitig Gnaeus,mit einem andern Haufen ausgesandt um seinem ehemaligen Schützling das
Pompeius,zu entreißen das dessen Unterbefehlshaber Marcus Brutus besetzt hielt Während,rasch seinen Auftrag vollzog und den feindlichen Feldherrn eng in
Pompeius,der Aufstand im wesentlichen zu Ende Mutina ergab sich an,Brutus wurde trotz des ihm zugestandenen sicheren Geleits nachträglich auf
Pompeius,trotz des ihm zugestandenen sicheren Geleits nachträglich auf Befehl des,getötet Ebenso ward Alba nach langer Belagerung durch Hunger bezwungen
Pompeius,bezwungen und der Führer gleichfalls hingerichtet Lepidus durch Catulus und,von zwei Seiten gedrängt lieferte am etrurischen Gestade noch ein
Pompeius,Heer und einen fähigen Feldherrn nach Spanien zu senden und,gab sehr deutlich zu verstehen daß er diesen Auftrag wünsche
Pompeius,Kandidaten hatte die Stelle mit irgend einem Lückenbüßer ausgefüllt wenn,den Befehl bloß gewünscht und nicht ihn an der Spitze
Pompeius,handelte verfassungsmäßig hätte befragt werden müssen sondern vom Senate empfing,die prokonsularische Gewalt und den Oberbefehl im diesseitigen Spanien und
Pompeius,an mehreren Orten die Ruhe ernstlich gestört worden war infolgedessen,den Kantons der Volker Arekomiker und der Helvier ihre Selbständigkeit
Pompeius,Arbeit verfloß die gute Jahreszeit erst spät im Herbst überschritt,die Pyrenäen Sertorius hatte inzwischen nicht gefeiert Er hatte Hirtuleius
Pompeius,vollständigen Sieg in der diesseitigen zu verfolgen und sich auf,Empfang vorzubereiten Die einzelnen keltiberischen Städte die hier noch zu
Pompeius,gefallen Vergeblich hatten die bedrängten Städte Boten über Boten an,gesandt er ließ sich durch keine Bitten aus seinem gewohnten
Pompeius,Distrikte der Indigeten und Laletaner im nordöstlichen Winkel Spaniens wo,als er endlich die Pyrenäen überschritten sich festsetzte und seine
Pompeius,mitgebrachte Mannschaft Anspruch gemacht hatte wurde auf die Nachricht von,Eintreffen in Spanien von seinen Soldaten genötigt sich unter die
Pompeius,starken Heer am unteren Laufe des Ebro sich aufstellte um,den Übergang über diesen Fluß zu wehren wenn er wie
Pompeius,Feind durch kleine Kämpfe und Abschneiden der Zufuhr aufzureiben Indes,erzwang gegen Perpenna den Übergang über den Ebro und nahm
Pompeius,Stadt Lauro am Xucar südlich von Valencia die sich für,erklärt hatte und deshalb von Sertorius belagert ward konzentrierte der
Pompeius,von Sertorius belagert ward konzentrierte der Kampf sich längere Zeit,strengte sich aufs äußerste an sie zu entsetzen allein nachdem
Pompeius,nach Lusitanien zu werfen Dieser Sieg gestattete Metellus sich mit,zu vereinigen Die Winterquartiere 678 79 nahmen beide Feldherren an
Pompeius,Stellung bei Valentia gemeinschaftlich anzugreifen Aber während Metellus heranzog bot,um die Scharte von Lauro auszuwetzen und die gehofften Lorbeeren
Pompeius,die Schlacht an Mit Freuden ergriff Sertorius die Gelegenheit mit,zu schlagen bevor Metellus eintraf Am Flusse Sucro Xucar trafen
Pompeius,Sucro Xucar trafen die Heere aufeinander nach heftigem Gefecht ward,auf dem rechten Flügel geschlagen und selbst schwer verwundet vom
Pompeius,Hätte Sertorius am folgenden Tage die Schlacht zu erneuern vermocht,Heer wäre vielleicht vernichtet worden Allein inzwischen war Metellus herangekommen
Pompeius,den Ebenen des Turiaflusses Guadalaviar und lange schwankte der Kampf,mit der Reiterei ward von Sertorius geschlagen und sein Schwager
Pompeius,Freund und Feind entsetzlich verheerten Gebiet von Valentia zu nehmen,führte seine Truppen zunächst in das Gebiet der Vasconen 7
Pompeius,und schwer erfochtener wenig glänzender Erfolge es ward behauptet daß,damit umgehe sich aus Spanien abberufen und irgend anderswo ein
Pompeius,Beute sondern auch ihr Sold ihnen höchst unregelmäßig gezahlt ward,berichtete Ende 679 an den Senat daß seit zwei Jahren
Pompeius,mit den Streitkräften Spaniens in Italien gar leicht früher als,eintreffen um wie einst der Phöniker die Etrusker und die
Pompeius,einmal betretenen Bahn wie sie auch schmaler und schwindelnder ward,Vorstellungen in Rom denen Mithradates Auftreten im Osten Nachdruck gab
Pompeius,Städte Segobriga zwischen Toledo und Cuenca und Bilbilis bei Calatayud,belagerte Pallantia Palencia oberhalb Valladolid das aber Sertorius entsetzte und
Pompeius,Pallantia Palencia oberhalb Valladolid das aber Sertorius entsetzte und den,nötigte sich auf Metellus zurückzuziehen vor Calagurris Calahorra am oberen
Pompeius,Verluste Dennoch konnten sie als sie in die Winterquartiere gingen,nach Gallien Metellus in seine eigene Provinz auf beträchtliche Erfolge
Pompeius,des folgenden Jahres 681 in diesem war es vor allem,der langsam aber stetig das Gebiet der Insurrektion einschränkte Der
Pompeius,Glück von ihnen gewichen sei Bei der ersten Begegnung mit,wurden denn auch die elend geführten und mutlosen Insurgentenhaufen vollständig
Pompeius,würde suchte der Elende sich das Leben zu erkaufen indes,befahl die Papiere ungelesen zu verbrennen und überantwortete ihn sowie
Pompeius,im diesseitigen Spanien noch zu Sertorius gehalten hatten öffneten dem,jetzt freiwillig ihre Tore nur Uxama Osma Clunia und Calagurris
Pompeius,Metellus den schuldigsten Gemeinden die Jahrestribute in der diesseitigen schaltete,belohnend und bestrafend wie zum Beispiel Calagurris seine Selbständigkeit verlor
Pompeius,Sertorianischer Soldaten der in den Pyrenäen sich zusammengefunden hatte bewog,zur Unterwerfung und siedelte ihn nordwärts der Pyrenäen bei Lugudunum
Pompeius,Siegeszeichen errichtet am Ende des Jahres 683 zogen Metellus und,mit ihren Heeren durch die Straßen der Hauptstadt um den
Pompeius,wo ihn aber auch bald eine römische Schar unter Marcus,wiederaufscheuchte und ihn verfolgte bis er von nicht mehr als
Pompeius,geübten Soldaten wie an erprobten Feldherren Quintus Metellus und Gnaeus,waren in Spanien Marcus Lucullus in Thrakien Lucius Lucullus in
Pompeius,in Makedonien unter Marcus Lucullus im Diesseitigen Spanien unter Gnaeus,stehenden Heere zu seiner Unterstützung nach Italien berufe Es bedurfte
Pompeius,von den Truppen die ihn erfochten und von denen des,die inzwischen nach Überwindung der Sertorianer aus Spanien eingetroffen waren
Pompeius,höheren Zielen sich erhoben In erster Linie stand hier Gnaeus,Wohl war er Sullaner aber es ist früher gezeigt worden
Pompeius,Triumph und Konsulat Die letzteren Forderungen verstießen gegen das Gesetz,obwohl mehrmals schon außerordentlicherweise mit der höchsten Amtsgewalt bekleidet hatte
Pompeius,Triumph über das eroberte Spanien verzichtet hatte Nicht minder hing,hinsichtlich der seinen Soldaten versprochenen Domänen verfassungsmäßig ab von dem
Pompeius,rein persönlichen ausgesprochen dynastischen Politik weder die Zeit reif noch,ganze Persönlichkeit geeignet war ihm keine andere Wahl als mit
Pompeius,politischer Adjutant zu sein Die Popularität auf welche Menschen wie,von größeren Ansprüchen als Fähigkeiten mehr Wert zu legen pflegen
Pompeius,bei dem gänzlichen Mangel anderer ansehnlicher Oppositionshäupter es nur von,abzuhängen seine weitere Stellung sich selber zu bestimmen Daran aber
Pompeius,für den Augenblick jedes sittliche Bedenken Aber die Demokraten und,schlossen ihren Bund nicht allein Auch Marcus Crassus war in
Pompeius,allein Auch Marcus Crassus war in einer ähnlichen Lage wie,Obwohl Sullaner wie dieser war doch auch seine Politik ganz
Pompeius,dieser war doch auch seine Politik ganz wie die des,vor allem eine persönliche und durchaus nicht die der herrschenden
Pompeius,das einzige Heer mit welchem der Senat den Truppen des,hätte begegnen können der angreifenden Macht sich beigesellte Die Demokraten
Pompeius,zwischen der Demokratie einer und den beiden Sullanischen Generalen Gnaeus,und Marcus Crassus andererseits Beide machten das Parteiprogramm der Demokratie
Pompeius,ward ihnen dafür zunächst das Konsulat auf das kommende Jahr,überdies der Triumph und die begehrten Landlose für seine Soldaten
Pompeius,Der Rat bewilligte die für Konsulat und Triumph erforderlichen Dispensationen,und Crassus wurden ohne Widerstand zu finden zu Konsuln für
Pompeius,Stadt lagerten Noch vor dem Antritt seines Amtes bekannte sodann,in einer von dem Volkstribun Marcus Lollius Palicanus abgehaltenen Volksversammlung
Pompeius,allen Dingen erhielt das tribunicische Amt wieder seine frühere Geltung,selbst als Konsul brachte das Gesetz ein das den Volkstribunen
Pompeius,Namen und das Programm die übergetretenen Offiziere aber vor allen,die Macht und die Vollendung und nun und nimmermehr konnten
Pompeius,war es doch noch im frischen Andenken welcher Männer Blut,vergossen wie Crassus zu seinem ungeheuren Vermögen den Grund gelegt
Pompeius,eine ebenso rasche wie gewaltsame Lösung vorzubereiten Die Heere des,und Crassus lagerten immer noch vor den Toren der Stadt
Pompeius,Demokraten in dieselben Fesseln schlagen Dieser eine aber konnte nur,sein Von Anfang an hatte Crassus in der Koalition eine
Pompeius,antragen müssen und verdankte selbst seine Wahl zum Konsulat hauptsächlich,stolzer Verwendung Weitaus der stärkere war Pompeius offenbar der Herr
Pompeius,zum Konsulat hauptsächlich Pompeius stolzer Verwendung Weitaus der stärkere war,offenbar der Herr der Situation wenn er zugriff so schien
Pompeius,es vor den Toren der Hauptstadt zwischen den Heeren des,und Crassus zur Schlacht kommen Allein diese Katastrophe wandten die
Pompeius,Partei lag ebenwie dem Senat und Crassus alles daran daß,nicht die Diktatur ergriff aber mit richtigerer Einsicht in ihre
Pompeius,des mächtigen Gegners versuchten ihre Führer den Weg der Güte,fehlte keine Bedingung um nach der Krone zu greifen als
Pompeius,stellte er hat sie nicht bestanden Der Vorwand unter dem,die Entlassung der Armee verweigerte war daß er Crassus mißtraue
Pompeius,Dinge hatten durch Crassus rechtzeitige Nachgiebigkeit sich so gestaltet daß,nur die Wahl blieb entweder geradezu als Tyrann von Rom
Pompeius,seiner Würde und Crassus folgte darin seinem Beispiel So zog,als er nach Entlassung seiner Soldaten am letzten Tage des
Pompeius,Gracchus war diese ein Körper ohne Haupt und daß weder,noch Crassus auf die Dauer dieses Haupt sein konnten war
Pompeius,die Verkettung der Dinge die Entscheidung in die Hände des,Seit mehr als zwei Jahren lebte der gefeierte Feldherr als
Pompeius,Oligarchie die in der politischen Militärdiktatur ihren sicheren Ruin in,selbst seit der Koalition von 683 ihren verhaßtesten Feind sah
Pompeius,wenige Jahre zuvor durch die Entlassung der spanischen Armee und,Rücktritt glücklich vermiedene Gefahr kehrte in verstärktem Maße wieder wenn
Pompeius,Rücktritt glücklich vermiedene Gefahr kehrte in verstärktem Maße wieder wenn,jetzt an die Spitze der Armeen des Ostens trat Diesmal
Pompeius,die Spitze der Armeen des Ostens trat Diesmal indes griff,zu oder ließ es wenigstens geschehen daß andere für ihn
Pompeius,und Küsten schlechterdings keinem andern übertragen konnte als einzig dem,Aber bedenklicher noch als diese prinzipielle Negierung der Senatsherrschaft war
Pompeius,ihre durchgreifende Energie Indes ist es doch wohl erklärlich daß,diesmal entschlossener verfuhr als während seines Konsulats Handelte es sich
Pompeius,Formen der bestehenden Verfassung vollzogen werden konnte und die zunächst,dem alten Ziel seiner Wünsche dem Kommando gegen Mithradates und
Pompeius,Zweckmäßigkeitsgründe sprachen für die Emancipation der Militärgewalt von dem Senat,konnte nicht vergessen haben daß ein nach ganz gleichen Grundsätzen
Pompeius,darauf einging Es ist ferner in hohem Grade wahrscheinlich daß,diesmal durch seine Umgebungen die über sein Zurückweichen vor zwei
Pompeius,Unterhändler dreisten Redner und tapfern Soldaten So wenig ernsthaft auch,Beteuerungen gemeint waren daß er den Oberbefehl in dem Seeräuberkriege
Pompeius,viel wahr daß der kecke und bewegliche Klient der mit,und dessen engerem Kreise im vertraulichen Verkehr stand und die
Pompeius,Fall zu hindern vermocht wohl aber durch Opposition dagegen mit,offen gebrochen und dadurch ihn genötigt entweder der Oligarchie sich
Pompeius,Es blieb den Demokraten nichts übrig als ihre Allianz mit,wie hohl sie immer war auch diesmal noch festzuhalten und
Pompeius,in das Regiment überzugehen das weitere aber der Zukunft und,wohlbekannter Charakterschwäche zu überlassen So unterstützten denn auch ihre Führer
Pompeius,versucht habe daß der Senat dem zweiten Romulus wie man,nannte das Schicksal des ersten 16 zu bereiten gedenke und
Pompeius,mit allen Klauseln unverändert zum Gesetz erhoben sondern auch was,noch im einzelnen nachträglich begehrte augenblicklich und vollständig bewilligt Mit
Pompeius,vollständig bewilligt Mit hochgespannten Hoffnungen sah man die beiden Feldherren,und Glabrio nach ihren Bestimmungsorten abgehen Die Kornpreise waren nach
Pompeius,unpatriotischen wie ungeschickten Versuche des Konsuls Piso den Anstalten des,zu Unterdrückung der Piraterie im Narbonensischen Gallien kleinliche Hindernisse in
Pompeius,Erbitterung der Bürgerschaft gegen die Oligarchie und ihren Enthusiasmus für,einzig dessen persönliche Dazwischenkunft verhinderte es daß die Volksversammlung nicht
Pompeius,ungestraft in Bithynien und Kappadokien Durch den Piratenkrieg war auch,veranlaßt worden sich mit seinem Heer nach Kleinasien zu begeben
Pompeius,Mithradatischen und den Piratenkrieg nicht von vornherein beide zugleich an,sondern den ersteren an Glabrio zu übertragen auf keinen Fall
Pompeius,Ausnahmestellung des schon allzumächtigen Feldherrn steigern und verewigen wollen Auch,selbst verhielt nach seiner Gewohnheit sich leidend und vielleicht wäre
Pompeius,daß es für den Senat die richtige Politik sei sich,möglichst zu nähern und bei dem vorauszusehenden Bruch zwischen ihm
Pompeius,derselbe mit einer an Einstimmigkeit grenzenden Majorität zum Gesetz erhoben,erhielt dadurch zu seiner früheren ausgedehnten Machtfülle noch die Verwaltung
Pompeius,Mächte der bürgerlichdemokratischen Opposition und der immer übermächtiger aufstrebenden Militärgewalt,Ausnahmestellung war schon nach dem Gabinischen um wie viel mehr
Pompeius,die Angelegenheiten Roms standen als im Anfang des J 687,zunächst die Führung des Krieges gegen die Piraten mit beinahe
Pompeius,Piso von Rom aus die Aushebungen zu hemmen versuchte welche,Legat Marcus Pomponius kraft des Gabinischen Gesetzes in der Provinz
Pompeius,Menge gegen den Konsul in den gesetzlichen Schranken zu halten,vorübergehend wieder in Rom erschien Als nach vierzig Tagen im
Pompeius,westlichen Becken des Mittelmeers die Schiffahrt überall freigemacht war ging,mit seinen sechzig besten Fahrzeugen weiter in das östliche Meer
Pompeius,ernstlichen Widerstand zu leisten Mehr noch als die Furcht öffnete,wohlberechnete Milde die Tore dieser schwer zugänglichen Seeburgen Seine Vorgänger
Pompeius,an der Westgrenze Kilikiens auf der Höhe von Korakesion Aber,wohlbemannte und mit allem Kriegszeug wohlversehene Schiffe erfochten hier einen
Pompeius,Krieg fortzusetzen und bequemte sich zur Ergebung Neunundvierzig Tage nachdem,in der östlichen See erschienen war Kilikien unterworfen und der
Pompeius,Schiffe und Böte darunter 90 eigentliche Kriegsfahrzeuge wurden teils von,genommen teils ihm ausgeliefert im ganzen sollen an 1300 Piratenfahrzeuge
Pompeius,den Piraten weggeführter zum Teil daheim längst totgeglaubter Individuen durch,ihre Freiheit wiedererlangten Im Sommer 687 drei Monate nach dem
Pompeius,im wesentlichen bereits bewirkte Unterwerfung der Insel zu vollenden als,in den östlichen Gewässern erschien Eine Kollision lag nahe denn
Pompeius,Kollision lag nahe denn nach dem Gabinischen Gesetz erstreckte sich,Kommando konkurrierend mit dem des Metellus auf die ganze langgestreckte
Pompeius,aber nirgends über zwanzig deutsche Meilen breite Insel doch war,so rücksichtsvoll sie keinem seiner Unterbefehlshaber zu überweisen Allein die
Pompeius,hatten ziehen sehen und dagegen die milden Bedingungen vernahmen welche,den ihm sich ergebenden Ortschaften des südlichen Kleinasiens zu stellen
Pompeius,Kleinasiens zu stellen pflegte zogen es vor ihre Gesamtunterwerfung an,einzugeben der sie auch in Pamphylien wo er eben sich
Pompeius,nicht allein das formelle Recht war durchaus auf seiten des,und Metellus im offenbarsten Unrecht wenn er den Vertrag der
Pompeius,im offenbarsten Unrecht wenn er den Vertrag der Städte mit,vollständig ignorierend dieselben als feindliche zu behandeln fortfuhr Vergeblich protestierte
Pompeius,Truppen gekommen war aus Achaia den dort stehenden Unterfeldherrn des,Lucius Sisenna herbei Metellus weder um Octavius noch um Sisenna
Pompeius,darauf wieder friedlich und sogar freundschaftlich nebeneinander im Senate saßen,stand während dieser Vorgänge in Kilikien für das nächste Jahr
Pompeius,ihrem Plan lag sei es was auch behauptet wurde daß,Landung in Kilikien die Könige Mithradates und Tigranes bewog von
Pompeius,Mithradates und Tigranes bewog von weiterem Vorgehen abzustehen Rascher als,selbst es gehofft haben mochte verwirklichte das Manilische Gesetz seine
Pompeius,nach eigenem Gutdünken Krieg Frieden und Bündnis zu machen auf,übertragen Über die Aussicht auf so reiche Ehren und Spolien
Pompeius,Über die Aussicht auf so reiche Ehren und Spolien vergaß,gern die Züchtigung eines übellaunigen und seine sparsamen Lorbeerblätter neidisch
Pompeius,Herr ward so hat dieselbe doch nach der Expedition des,unter allen Wechselfällen und politischen Krisen Roms niemals wieder so
Pompeius,und den mit Lucullus hinsichtlich der Euphratgrenze abgeschlossenen Vertrag mit,erneuerte ja sogar darauf einging mit den Römern gemeinschaftlich gegen
Pompeius,Augenblick gestört wo sie desselben am dringendsten bedurften Zugleich betrieb,die Rüstungen mit Energie Die asiatischen Bundes und Klientelgemeinden wurden
Pompeius,Fahnen zurückzutreten und durch große Versprechungen und den Namen des,ließ ein ansehnlicher Teil derselben in der Tat sich bestimmen
Pompeius,bestimmen dem Rufe zu folgen Die gesamte Streitmacht die unter,Befehlen vereinigt war mochte mit Ausschluß der Hilfsvölker sich auf
Pompeius,40 50000 Mann belaufen 17 Im Frühjahr 688 begab sich,nach Galatien um den Oberbefehl über die Truppen Luculls zu
Pompeius,Amte Ehrengeschenke zu machen und Ländereien zu verteilen so erklärte,alle nach seinem Eintreffen von seinem Amtsvorgänger vollzogenen Handlungen für
Pompeius,einen Versuch Frieden zu erwirken allein von unbedingter Unterwerfung die,forderte wollte er nichts hören was konnte der unglücklichste Feldzug
Pompeius,Erschwerung der Verpflegung nicht geringe Drangsale bereitete Ungeduldig gab endlich,es auf die pontische Armee zu begleiten und ging den
Pompeius,wo aus er mit seinen leichten Truppen das Blachfeld beherrschte,immer noch der kilikischen Legionen entbehrend und ohne sie nicht
Pompeius,es möglich machten nun mit Übermacht die Offensive wiederaufzunehmen ging,wieder vor umschloß das Lager des Königs mit einer Postenkette
Pompeius,zur Nachtzeit in möglichster Stille auf gegen Osten Vorsichtig folgte,durch das unbekannte Land schon näherte der Marsch sich der
Pompeius,bereits nicht mehr Während der ebenerzählten Kämpfe zwischen Mithradates und,war der Partherkönig dem Drängen der Römer und vor allem
Pompeius,Flucht die alte Grenze Kleinasiens den Phasis überschritten hatte stellte,vorläufig seine Verfolgung ein statt aber in das Quellgebiet des
Pompeius,Zeichen der unbedingten Unterwerfung Diadem und Tiara in seine Hände,hocherfreut über den mühelosen Sieg hob den gedemütigten König der
Pompeius,war es von selber vorbei In einem einzigen Feldzuge hatte,die beiden mächtigen Könige von Pontus und Armenien vollständig unterworfen
Pompeius,drei größere Korps unter Quintus Metellus Celer Lucius Flaccus und,selbst auseinander gelegte Heer Aber Celer den der Hauptangriff traf
Pompeius,Aber Celer den der Hauptangriff traf hielt tapfer stand und,selbst verfolgte nachdem er sich des gegen ihn geschickten Haufens
Pompeius,Artokes hielt sich ruhig und versprach Frieden und Freundschaft allein,davon benachrichtigt daß er insgeheim rüste um die Römer bei
Pompeius,Kurbrücke ab und wich unterhandelnd in das innere Land zurück,besetzte die Festungen und folgte den Iberern auf das andere
Pompeius,die der Sieger stellte und sandte seine Kinder als Geiseln,marschierte jetzt seinem früher entworfenen Plane gemäß durch den Sarapanapaß
Pompeius,gehalten und ihn im Osten in unabsehbare Unternehmungen verwickelt hätten,war ein zu erfahrener und zu bedächtiger Offizier um im
Pompeius,jeden Kauffahrer der die Blockade brechen würde Die Landtruppen führte,nicht ohne große Beschwerden durch das kolchische und armenische Gebiet
Pompeius,war das Heer der Barbaren in die Wälder versprengt die,zu umstellen und anzuzünden befahl Die Albaner bequemten sich hierauf
Pompeius,Achäer sogar die fernen Bastarner dem langen Verzeichnis der von,unterworfenen Nationen eingereiht wurden so nahm man dabei offenbar es
Pompeius,Oberhoheit Roms anzuerkennen und als Lehnfürst Zins zu entrichten Allein,weigerte sich dem König eine Stellung zu gewähren in der
Pompeius,am Fuße der Alpen begegnet ward In der Tat während,ohne weiter um die Drohungen des ohnmächtigen Riesen sich zu
Pompeius,König Pharnakes als Belegstück seiner Verdienste und seiner Loyalität an,sandte ward auf dessen Anordnung beigesetzt in den Königsgräbern von
Pompeius,des Großkönigs selbst fast vergessen über Mithradates Tod und bei,feierlichem Einzug zog nichts mehr die Blicke der Menge auf
Pompeius,sondern am Anfang sei blieb den Besiegten wie den Siegern,inzwischen war nachdem er im Jahre 689 mit den Völkern
Pompeius,äußere Unfälle seit langem tatsächlich entglitten waren Den Weg schlug,ein Antiochos der Asiate erhielt auf seine Bitte ihn als
Pompeius,ihn als den angestammten Herrscher Syriens anzuerkennen die Antwort daß,einem Könige der sein Reich weder zu behaupten noch zu
Pompeius,während der Feldzüge im Pontischen Reiche und am Kaukasus hatte,den Angelegenheiten Syriens seine Aufmerksamkeit zugewandt und einzelne Beauftragte und
Pompeius,not tat eingreifen lassen Aulus Gabinius derselbe der als Volkstribun,nach dem Osten gesandt hatte war schon 689 an den
Pompeius,Metellus besetzt worden Bald nachher traf ein anderer Adjutant des,Marcus Scaurus in Judäa ein um die immer neu wieder
Pompeius,wieder daselbst ausbrechenden Fehden beizulegen Auch Lucius Afrianus der während,Expedition nach dem Kaukasus das Kommando über die römischen Truppen
Pompeius,zur Botmäßigkeit gebracht Gegen Ende des J 690 langte dann,selbst in Syrien an 19 und verweilte dort bis zum
Pompeius,meistenteils widerstandslosen Gehorsam Nur die Juden schwankten Die früher von,gesandten Vermittler Gabinius und Scaurus hatten beide wie es heißt
Pompeius,dem Rückweg noch von Aristobulos eine Niederlage erlitt Als aber,in Syrien eintraf kassierte er die Anordnungen seiner Untergebenen und
Pompeius,dem Verhängnis zu erliegen bald schien er im Begriff sich,zu unterwerfen bald die nationale Partei unter den Juden zum
Pompeius,gezogenen Gebieten zu Ende Das von Lucullus begonnene Werk hatte,vollendet die bisher formell selbständigen Staaten Bithynien Pontus und Syrien
Pompeius,syrischen Landschaften als herrenloses Gut zu brandschatzen jedem freistand begann,im J 691 eine Expedition gegen Petra allein aufgehalten durch
Pompeius,Armenische Staat aufrecht standen so willig damals sowohl Lucullus als,ihm den Besitz der Landschaften jenseit des Euphrat zugestanden hatten
Pompeius,seinem Sohne dem Verbündeten und Tochtermann des Partherkönigs gegenüber bei,fand es war eine unmittelbare Beleidigung als bald nachher auf
Pompeius,fand es war eine unmittelbare Beleidigung als bald nachher auf,Befehl der jüngere Tigranes mit seiner Familie zur Haft gebracht
Pompeius,befreundeten Feldherrn für seine Tochter und seinen Schwiegersohn verwandte Aber,blieb hierbei nicht stehen Die Landschaft Korduene auf welche sowohl
Pompeius,auf welche sowohl Phraates als Tigranes Ansprüche erhoben wurde auf,Befehl durch römische Truppen für den letzteren occupiert und die
Pompeius,nur mündlich abgeschlossenen Verträge hinsichtlich der Euphratgrenze zu dringen gab,die zweideutige Antwort daß Roms Gebiet sich so weit erstrecke
Pompeius,verletzender und bedrohlicher war es für die parthische Regierung wenn,von diesem Dynasten die dargebotene Huldigung annahm Nicht minder war
Pompeius,Parthischen Reiches stand mit den Römern offen zu brechen Als,Kommissarien sandte um den Streit zwischen Parthien und Armenien gütlich
Pompeius,Kreta von Metellus begonnene Organisationsgeschäft erhielt den endlichen Abschluß durch,Die bisherige Provinz Asia die Mysien Lydien Phrygien und Karien
Pompeius,um Malatia bis an den Euphrat erweitert hatte und dem,noch teils an der Westgrenze einige von Kilikien abgerissene Bezirke
Pompeius,um Pessinus ansässigen Keltenstammes der Tolistobogier und von Lucullus und,mit den andern kleinen römischen Klienten zur Heerfolge aufgeboten hatte
Pompeius,Trokmerfürst Bogodiatarus wegen seiner im Mithradatischen Kriege bewährten Tüchtigkeit von,mit der ehemals pontischen Grenzstadt Mithradation beschenkt ward der Fürst
Pompeius,des gleichnamigen von Mithradates zu den Römern übergegangenen Feldherrn von,belehnt der Hochpriester des Venasischen Zeus in dem kappadokischen Amt
Pompeius,vorstanden der Erzpriester und Herr des Volkes der Juden dem,nachdem er die Mauern der Hauptstadt und die königlichen Schatz
Pompeius,des hellenisch italischen gewerb und handeltreibenden städtischen Gemeinwesens Lucullus und,sowenig sie auch sonst auf die Nivellierung der Zustände im
Pompeius,Gebäude In gleichem Sinn und in noch größerem Maßstab verfuhr,Schon nach der Überwindung der Piraten hatte er die Gefangenen
